"","year","committed_to","stars","state_province","county_name"
"1",2013,"Abilene Christian",3,"TX","Denton"
"2",2014,"Abilene Christian",3,"TX","Smith"
"3",2014,"Abilene Christian",3,"TX","Freestone"
"4",2014,"Abilene Christian",2,"TX","Bexar"
"5",2014,"Abilene Christian",2,"TX","Dallas"
"6",2014,"Abilene Christian",2,"TX","Randall"
"7",2015,"Abilene Christian",3,"TX","Harris"
"8",2015,"Abilene Christian",2,"TX","Dallas"
"9",2016,"Abilene Christian",3,"TX","Lubbock"
"10",2016,"Abilene Christian",2,"TX","Harris"
"11",2016,"Abilene Christian",2,"TX","McLennan"
"12",2016,"Abilene Christian",2,"TX","Collin"
"13",2016,"Abilene Christian",2,"TX","Galveston"
"14",2016,"Abilene Christian",2,"TX","Tarrant"
"15",2016,"Abilene Christian",2,"TX","Travis"
"16",2017,"Abilene Christian",2,"TX","Collin"
"17",2017,"Abilene Christian",2,"TX","Bell"
"18",2017,"Abilene Christian",2,"TX","Fort Bend"
"19",2002,"Air Force",2,"OR","Multnomah"
"20",2003,"Air Force",2,"WA","King"
"21",2004,"Air Force",2,"CA","Orange"
"22",2004,"Air Force",2,"GA","DeKalb"
"23",2004,"Air Force",2,"CA","Orange"
"24",2005,"Air Force",2,"IL","Cook"
"25",2005,"Air Force",2,"TX","Tarrant"
"26",2005,"Air Force",2,"WA","Pierce"
"27",2005,"Air Force",2,"TX","Tarrant"
"28",2005,"Air Force",2,"TX","Tarrant"
"29",2005,"Air Force",2,"TX","Tarrant"
"30",2005,"Air Force",2,"OR","Multnomah"
"31",2005,"Air Force",2,"IL","Cook"
"32",2005,"Air Force",2,"CA","Alameda"
"33",2005,"Air Force",2,"PA","Allegheny"
"34",2005,"Air Force",2,"TX","Collin"
"35",2005,"Air Force",1,"KY","Fayette"
"36",2006,"Air Force",3,"GA","Fayette"
"37",2006,"Air Force",2,"TX","Lamar"
"38",2006,"Air Force",2,"OH","Montgomery"
"39",2006,"Air Force",2,"OH","Cuyahoga"
"40",2006,"Air Force",2,"TX","Hays"
"41",2006,"Air Force",2,"FL","Volusia"
"42",2006,"Air Force",2,"GA","Fulton"
"43",2006,"Air Force",2,"CO","Arapahoe"
"44",2006,"Air Force",2,"OK","Comanche"
"45",2006,"Air Force",2,"CO","Arapahoe"
"46",2006,"Air Force",2,"CO","Arapahoe"
"47",2006,"Air Force",2,"SC","Greenwood"
"48",2006,"Air Force",2,"OH","Greene"
"49",2007,"Air Force",2,"TX","Harris"
"50",2007,"Air Force",2,"TX","Brazos"
"51",2007,"Air Force",2,"TX","Travis"
"52",2007,"Air Force",2,"OR","Multnomah"
"53",2007,"Air Force",2,"TX","Kaufman"
"54",2007,"Air Force",2,"MD","Montgomery"
"55",2007,"Air Force",2,"AZ","Maricopa"
"56",2007,"Air Force",1,"OR","Multnomah"
"57",2008,"Air Force",2,"WA","King"
"58",2008,"Air Force",2,"FL","Orange"
"59",2008,"Air Force",2,"NV","Clark"
"60",2008,"Air Force",2,"FL","Orange"
"61",2009,"Air Force",3,"KS","Johnson"
"62",2009,"Air Force",3,"GA","Cherokee"
"63",2009,"Air Force",3,"TX","Wichita"
"64",2009,"Air Force",2,"IL","Will"
"65",2009,"Air Force",2,"OK","Cleveland"
"66",2009,"Air Force",2,"KS","Harvey"
"67",2009,"Air Force",2,"GA","Cobb"
"68",2009,"Air Force",2,"CA","Los Angeles"
"69",2009,"Air Force",2,"OH","Cuyahoga"
"70",2009,"Air Force",2,"TX","Harris"
"71",2009,"Air Force",2,"GA","Gwinnett"
"72",2009,"Air Force",2,"GA","Gwinnett"
"73",2009,"Air Force",2,"TX","Williamson"
"74",2009,"Air Force",2,"IN","Hamilton"
"75",2009,"Air Force",2,"AZ","Mohave"
"76",2009,"Air Force",2,"TX","Williamson"
"77",2009,"Air Force",2,"SC","Greenville"
"78",2009,"Air Force",2,"MN","Carver"
"79",2009,"Air Force",2,"TX","Tarrant"
"80",2010,"Air Force",3,"AZ","Pima"
"81",2012,"Air Force",3,"FL","Duval"
"82",2012,"Air Force",3,"TX","Brazoria"
"83",2012,"Air Force",3,"TX","Travis"
"84",2012,"Air Force",3,"OK","Cleveland"
"85",2012,"Air Force",3,"AZ","Maricopa"
"86",2012,"Air Force",3,"TX","Dallas"
"87",2012,"Air Force",3,"GA","Gordon"
"88",2012,"Air Force",3,"NC","Catawba"
"89",2012,"Air Force",2,"GA","Paulding"
"90",2012,"Air Force",2,"CA","Sacramento"
"91",2012,"Air Force",2,"OR","Marion"
"92",2012,"Air Force",2,"IL","Cook"
"93",2012,"Air Force",2,"OH","Lake"
"94",2012,"Air Force",2,"IN","Hamilton"
"95",2012,"Air Force",2,"TX","Bexar"
"96",2012,"Air Force",2,"GA","DeKalb"
"97",2012,"Air Force",2,"TX","Harris"
"98",2012,"Air Force",2,"TX","Jefferson"
"99",2012,"Air Force",2,"CO","Douglas"
"100",2012,"Air Force",2,"TX","Smith"
"101",2012,"Air Force",2,"FL","Miami-Dade"
"102",2012,"Air Force",2,"TX","Tarrant"
"103",2012,"Air Force",2,"GA","Gwinnett"
"104",2012,"Air Force",2,"WA","Clallam"
"105",2012,"Air Force",2,"IL","Grundy"
"106",2012,"Air Force",2,"TX","Brazoria"
"107",2012,"Air Force",2,"CA","Sacramento"
"108",2012,"Air Force",2,"OH","Franklin"
"109",2012,"Air Force",2,"TX","Harris"
"110",2012,"Air Force",2,"CA","Orange"
"111",2012,"Air Force",2,"GA","Gwinnett"
"112",2012,"Air Force",2,"OK","Oklahoma"
"113",2012,"Air Force",1,"IN","Marion"
"114",2012,"Air Force",1,"KY","Jefferson"
"115",2013,"Air Force",3,"TX","Rusk"
"116",2013,"Air Force",3,"MI","Livingston"
"117",2013,"Air Force",3,"LA","Caddo"
"118",2013,"Air Force",2,"OH","Cuyahoga"
"119",2013,"Air Force",2,"GA","Gwinnett"
"120",2013,"Air Force",2,"MI","Washtenaw"
"121",2013,"Air Force",2,"TX","Tarrant"
"122",2013,"Air Force",2,"AZ","Pima"
"123",2013,"Air Force",2,"SC","York"
"124",2013,"Air Force",2,"OH","Cuyahoga"
"125",2013,"Air Force",2,"FL","Broward"
"126",2013,"Air Force",2,"GA","Coweta"
"127",2013,"Air Force",2,"LA","Caddo"
"128",2013,"Air Force",2,"CA","Fresno"
"129",2013,"Air Force",2,"NC","Richmond"
"130",2013,"Air Force",2,"CA","San Bernardino"
"131",2013,"Air Force",2,"TX","Harris"
"132",2013,"Air Force",2,"OK","Bryan"
"133",2013,"Air Force",2,"TX","Collin"
"134",2013,"Air Force",2,"OH","Franklin"
"135",2013,"Air Force",2,"OH","Stark"
"136",2013,"Air Force",2,"GA","Gwinnett"
"137",2013,"Air Force",2,"CA","San Bernardino"
"138",2013,"Air Force",2,"MN","Olmsted"
"139",2013,"Air Force",2,"CO","Denver"
"140",2013,"Air Force",2,"TX","Gregg"
"141",2013,"Air Force",2,"GA","Bryan"
"142",2013,"Air Force",2,"KS","Ford"
"143",2013,"Air Force",2,"TX","Somervell"
"144",2013,"Air Force",2,"TX","Collin"
"145",2013,"Air Force",2,"NC","Wake"
"146",2013,"Air Force",2,"IN","Marion"
"147",2013,"Air Force",2,"TX","Dallas"
"148",2013,"Air Force",2,"TN","Madison"
"149",2014,"Air Force",3,"WA","King"
"150",2014,"Air Force",3,"CA","Los Angeles"
"151",2014,"Air Force",3,"FL","Broward"
"152",2014,"Air Force",2,"AZ","Maricopa"
"153",2014,"Air Force",2,"KS","Sedgwick"
"154",2014,"Air Force",2,"FL","Duval"
"155",2014,"Air Force",2,"GA","Cherokee"
"156",2014,"Air Force",2,"CA","San Diego"
"157",2014,"Air Force",2,"GA","Floyd"
"158",2014,"Air Force",2,"AZ","Maricopa"
"159",2014,"Air Force",2,"OR","Clackamas"
"160",2014,"Air Force",2,"GA","DeKalb"
"161",2014,"Air Force",2,"GA","Hall"
"162",2014,"Air Force",2,"FL","Clay"
"163",2014,"Air Force",2,"FL","Hillsborough"
"164",2014,"Air Force",2,"AL","Madison"
"165",2014,"Air Force",2,"CA","El Dorado"
"166",2014,"Air Force",2,"FL","Clay"
"167",2014,"Air Force",2,"AZ","Maricopa"
"168",2014,"Air Force",2,"GA","Cobb"
"169",2014,"Air Force",2,"OR","Jackson"
"170",2014,"Air Force",2,"GA","Forsyth"
"171",2015,"Air Force",3,"MI","Wayne"
"172",2015,"Air Force",2,"OK","Tulsa"
"173",2015,"Air Force",2,"CO","Arapahoe"
"174",2015,"Air Force",2,"AZ","Maricopa"
"175",2015,"Air Force",2,"TN","Blount"
"176",2015,"Air Force",2,"GA","Cherokee"
"177",2015,"Air Force",2,"TN","Blount"
"178",2015,"Air Force",2,"UT","Salt Lake"
"179",2015,"Air Force",2,"TX","Tarrant"
"180",2015,"Air Force",2,"TN","Williamson"
"181",2015,"Air Force",2,"AZ","Maricopa"
"182",2015,"Air Force",2,"TX","Dallas"
"183",2015,"Air Force",2,"MI","Ingham"
"184",2015,"Air Force",2,"TX","Brazos"
"185",2015,"Air Force",2,"MN","Dakota"
"186",2015,"Air Force",2,"CO","El Paso"
"187",2015,"Air Force",2,"TX","Harris"
"188",2015,"Air Force",2,"FL","Broward"
"189",2015,"Air Force",2,"TX","Travis"
"190",2015,"Air Force",2,"TN","Knox"
"191",2016,"Air Force",3,"GA","Cherokee"
"192",2016,"Air Force",3,"UT","Salt Lake"
"193",2016,"Air Force",3,"WA","Benton"
"194",2016,"Air Force",2,"TX","Dallas"
"195",2016,"Air Force",2,"GA","Gwinnett"
"196",2016,"Air Force",2,"UT","Salt Lake"
"197",2016,"Air Force",2,"TN","Hamilton"
"198",2016,"Air Force",2,"AZ","Maricopa"
"199",2016,"Air Force",2,"FL","Miami-Dade"
"200",2016,"Air Force",2,"AZ","Pima"
"201",2016,"Air Force",2,"TX","Tarrant"
"202",2016,"Air Force",2,"GA","Douglas"
"203",2016,"Air Force",2,"TX","Bexar"
"204",2016,"Air Force",2,"FL","Duval"
"205",2016,"Air Force",2,"GA","Newton"
"206",2016,"Air Force",2,"KS","Douglas"
"207",2016,"Air Force",2,"TX","Harris"
"208",2016,"Air Force",2,"TX","Denton"
"209",2016,"Air Force",2,"CA","Riverside"
"210",2016,"Air Force",2,"CA","San Bernardino"
"211",2016,"Air Force",2,"CA","Sacramento"
"212",2016,"Air Force",2,"IN","Bartholomew"
"213",2016,"Air Force",2,"NE","Douglas"
"214",2016,"Air Force",2,"TX","Tarrant"
"215",2016,"Air Force",2,"AR","Sebastian"
"216",2016,"Air Force",2,"MI","Kent"
"217",2016,"Air Force",2,"TX","Harris"
"218",2016,"Air Force",2,"TN","Knox"
"219",2016,"Air Force",2,"TX","Harris"
"220",2016,"Air Force",2,"IN","Hamilton"
"221",2016,"Air Force",2,"IN","Hamilton"
"222",2016,"Air Force",2,"AL","Madison"
"223",2017,"Air Force",3,"KS","Harvey"
"224",2017,"Air Force",3,"TN","Blount"
"225",2017,"Air Force",3,"CA","San Diego"
"226",2017,"Air Force",3,"NM","Bernalillo"
"227",2017,"Air Force",3,"CA","Los Angeles"
"228",2017,"Air Force",3,"AZ","Maricopa"
"229",2017,"Air Force",2,"TX","Dallas"
"230",2017,"Air Force",2,"TX","Rusk"
"231",2017,"Air Force",2,"MS","Jackson"
"232",2017,"Air Force",2,"MI","Wayne"
"233",2017,"Air Force",2,"MO","Boone"
"234",2017,"Air Force",2,"TX","Montgomery"
"235",2017,"Air Force",2,"TN","Shelby"
"236",2017,"Air Force",2,"MD","Prince George's"
"237",2017,"Air Force",2,"AZ","Maricopa"
"238",2017,"Air Force",2,"IL","Cook"
"239",2017,"Air Force",2,"NV","Washoe"
"240",2017,"Air Force",2,"WA","Kitsap"
"241",2017,"Air Force",2,"OH","Franklin"
"242",2017,"Air Force",2,"AZ","Maricopa"
"243",2017,"Air Force",2,"MI","Macomb"
"244",2017,"Air Force",2,"KS","Harvey"
"245",2017,"Air Force",2,"CA","Los Angeles"
"246",2017,"Air Force",2,"AZ","Maricopa"
"247",2017,"Air Force",2,"WI","Waukesha"
"248",2017,"Air Force",2,"FL","Volusia"
"249",2017,"Air Force",2,"AZ","Maricopa"
"250",2017,"Air Force",2,"TX","Hays"
"251",2017,"Air Force",2,"MI","Isabella"
"252",2017,"Air Force",2,"FL","Hillsborough"
"253",2017,"Air Force",2,"UT","Summit"
"254",2017,"Air Force",2,"CA","Los Angeles"
"255",2017,"Air Force",2,"TX","Bexar"
"256",2017,"Air Force",2,"TX","Orange"
"257",2017,"Air Force",2,"UT","Salt Lake"
"258",2017,"Air Force",2,"UT","Utah"
"259",2017,"Air Force",2,"CO","Adams"
"260",2017,"Air Force",2,"IN","Johnson"
"261",2017,"Air Force",2,"TX","Dallas"
"262",2017,"Air Force",2,"WA","King"
"263",2017,"Air Force",2,"TX","Harris"
"264",2017,"Air Force",2,"AZ","Maricopa"
"265",2017,"Air Force",2,"AL","Mobile"
"266",2017,"Air Force",2,"FL","Palm Beach"
"267",2017,"Air Force",2,"CA","San Diego"
"268",2017,"Air Force",2,"TX","Parker"
"269",2017,"Air Force",2,"TX","Parker"
"270",2017,"Air Force",2,"TX","Tarrant"
"271",2017,"Air Force",2,"NE","Douglas"
"272",2017,"Air Force",2,"OH","Montgomery"
"273",2017,"Air Force",2,"OH","Hamilton"
"274",2017,"Air Force",2,"MD","Anne Arundel"
"275",2017,"Air Force",2,"IN","Allen"
"276",2017,"Air Force",2,"TX","Rockwall"
"277",2017,"Air Force",2,"NE","Cedar"
"278",2017,"Air Force",2,"TX","Rockwall"
"279",2018,"Air Force",3,"CA","Orange"
"280",2018,"Air Force",3,"TX","Brazoria"
"281",2018,"Air Force",3,"TX","Harris"
"282",2018,"Air Force",3,"AL","Dale"
"283",2018,"Air Force",3,"TX","Collin"
"284",2018,"Air Force",3,"OK","Tulsa"
"285",2018,"Air Force",2,"AZ","Maricopa"
"286",2018,"Air Force",2,"NC","Wake"
"287",2018,"Air Force",2,"KY","Jefferson"
"288",2018,"Air Force",2,"CA","Los Angeles"
"289",2018,"Air Force",2,"TX","Fort Bend"
"290",2018,"Air Force",2,"WA","Pierce"
"291",2018,"Air Force",2,"IN","Hamilton"
"292",2018,"Air Force",2,"UT","Utah"
"293",2018,"Air Force",2,"WI","Jefferson"
"294",2018,"Air Force",2,"FL","Seminole"
"295",2018,"Air Force",2,"WI","Waukesha"
"296",2018,"Air Force",2,"IN","Hendricks"
"297",2018,"Air Force",2,"CA","Orange"
"298",2018,"Air Force",2,"ID","Ada"
"299",2018,"Air Force",2,"WA","Pierce"
"300",2019,"Air Force",3,"AZ","Maricopa"
"301",2019,"Air Force",3,"TX","Dallas"
"302",2019,"Air Force",3,"AZ","Maricopa"
"303",2019,"Air Force",3,"FL","Broward"
"304",2019,"Air Force",3,"CA","Solano"
"305",2019,"Air Force",3,"TX","Brazoria"
"306",2019,"Air Force",3,"TX","Collin"
"307",2019,"Air Force",3,"CA","Orange"
"308",2019,"Air Force",3,"FL","Broward"
"309",2019,"Air Force",3,"CA","Riverside"
"310",2019,"Air Force",3,"OR","Multnomah"
"311",2019,"Air Force",3,"MO","Lincoln"
"312",2019,"Air Force",3,"WA","Spokane"
"313",2019,"Air Force",2,"TX","Harris"
"314",2019,"Air Force",2,"TX","El Paso"
"315",2019,"Air Force",2,"WA","King"
"316",2019,"Air Force",2,"WI","Ozaukee"
"317",2019,"Air Force",2,"AZ","Maricopa"
"318",2019,"Air Force",2,"WI","Sauk"
"319",2019,"Air Force",2,"WA","King"
"320",2019,"Air Force",2,"NV","Washoe"
"321",2019,"Air Force",2,"AZ","Maricopa"
"322",2019,"Air Force",2,"CA","Sacramento"
"323",2019,"Air Force",2,"TX","Collin"
"324",2019,"Air Force",2,"TX","Andrews"
"325",2019,"Air Force",2,"UT","Utah"
"326",2019,"Air Force",2,"CO","Jefferson"
"327",2019,"Air Force",2,"TX","Harris"
"328",2019,"Air Force",2,"OH","Cuyahoga"
"329",2019,"Air Force",2,"WA","Clark"
"330",2019,"Air Force",2,"CA","Sacramento"
"331",2019,"Air Force",2,"TX","Harris"
"332",2019,"Air Force",2,"AZ","Maricopa"
"333",2019,"Air Force",2,"CA","Sacramento"
"334",2019,"Air Force",2,"HI","Honolulu"
"335",2019,"Air Force",2,"OH","Cuyahoga"
"336",2019,"Air Force",2,"IL","McHenry"
"337",2019,"Air Force",2,"CA","Alameda"
"338",2019,"Air Force",2,"CA","Orange"
"339",2019,"Air Force",2,"MO","St. Charles"
"340",2019,"Air Force",2,"AZ","Maricopa"
"341",2019,"Air Force",2,"NV","Clark"
"342",2019,"Air Force",2,"OR","Clackamas"
"343",2019,"Air Force",2,"IN","Hendricks"
"344",2019,"Air Force",2,"GA","Fayette"
"345",2019,"Air Force",2,"IL","DuPage"
"346",2019,"Air Force",2,"OH","Lorain"
"347",2019,"Air Force",2,"IL","DuPage"
"348",2019,"Air Force",2,"IN","St. Joseph"
"349",2019,"Air Force",2,"IN","Hendricks"
"350",2020,"Air Force",3,"NV","Clark"
"351",2020,"Air Force",3,"TX","Montgomery"
"352",2020,"Air Force",2,"WI","Outagamie"
"353",2020,"Air Force",2,"CO","El Paso"
"354",2020,"Air Force",2,"OR","Washington"
"355",2020,"Air Force",2,"AZ","Maricopa"
"356",2020,"Air Force",2,"TX","Fort Bend"
"357",2020,"Air Force",2,"WI","Dane"
"358",2020,"Air Force",2,"MI","Washtenaw"
"359",2020,"Air Force",2,"AZ","Maricopa"
"360",2020,"Air Force",3,"TX","Dallas"
"361",2020,"Air Force",3,"CO","Jefferson"
"362",2020,"Air Force",3,"NC","Mecklenburg"
"363",2020,"Air Force",3,"TX","Lampasas"
"364",2020,"Air Force",3,"TX","Denton"
"365",2020,"Air Force",2,"TX","Dallas"
"366",2020,"Air Force",2,"CO","Arapahoe"
"367",2020,"Air Force",2,"GA","Cobb"
"368",2020,"Air Force",2,"TX","Harris"
"369",2020,"Air Force",2,"CA","San Diego"
"370",2020,"Air Force",2,"CA","Contra Costa"
"371",2020,"Air Force",2,"MI","Ottawa"
"372",2020,"Air Force",3,"TX","McLennan"
"373",2020,"Air Force",3,"NV","Clark"
"374",2020,"Air Force",3,"TX","Dallas"
"375",2020,"Air Force",3,"FL","Manatee"
"376",2020,"Air Force",3,"HI","Honolulu"
"377",2020,"Air Force",3,"CA","Los Angeles"
"378",2020,"Air Force",3,"IL","McHenry"
"379",2020,"Air Force",3,"TX","Dallas"
"380",2020,"Air Force",3,"WA","King"
"381",2020,"Air Force",3,"CA","Alameda"
"382",2002,"Akron",2,"OH","Montgomery"
"383",2002,"Akron",2,"OH","Lucas"
"384",2002,"Akron",2,"OH","Jefferson"
"385",2002,"Akron",2,"OH","Mahoning"
"386",2002,"Akron",2,"OH","Franklin"
"387",2002,"Akron",2,"MI","Genesee"
"388",2002,"Akron",2,"PA","Westmoreland"
"389",2002,"Akron",2,"SC","Union"
"390",2002,"Akron",2,"OH","Lucas"
"391",2002,"Akron",2,"OH","Lake"
"392",2002,"Akron",2,"OH","Trumbull"
"393",2002,"Akron",2,"NJ","Union"
"394",2002,"Akron",2,"MI","Genesee"
"395",2002,"Akron",2,"MI","Oakland"
"396",2002,"Akron",2,"OH","Summit"
"397",2002,"Akron",2,"OH","Richland"
"398",2002,"Akron",2,"IL","Cook"
"399",2002,"Akron",2,"OH","Stark"
"400",2003,"Akron",3,"OH","Franklin"
"401",2003,"Akron",2,"OR","Jackson"
"402",2003,"Akron",2,"FL","Palm Beach"
"403",2003,"Akron",2,"OH","Summit"
"404",2003,"Akron",2,"PA","Allegheny"
"405",2003,"Akron",2,"MI","Wayne"
"406",2003,"Akron",2,"OH","Hamilton"
"407",2003,"Akron",2,"OH","Franklin"
"408",2003,"Akron",2,"OH","Summit"
"409",2003,"Akron",2,"PA","Beaver"
"410",2003,"Akron",2,"OH","Montgomery"
"411",2003,"Akron",2,"MI","Wayne"
"412",2003,"Akron",2,"WI","Outagamie"
"413",2003,"Akron",2,"FL","Miami-Dade"
"414",2003,"Akron",2,"FL","Broward"
"415",2003,"Akron",2,"FL","Broward"
"416",2003,"Akron",2,"OH","Summit"
"417",2003,"Akron",2,"OH","Montgomery"
"418",2004,"Akron",2,"OH","Cuyahoga"
"419",2004,"Akron",2,"OH","Cuyahoga"
"420",2004,"Akron",2,"PA","Franklin"
"421",2004,"Akron",2,"OH","Hamilton"
"422",2004,"Akron",2,"OH","Summit"
"423",2004,"Akron",2,"OH","Lake"
"424",2004,"Akron",2,"PA","Venango"
"425",2004,"Akron",2,"PA","Cambria"
"426",2004,"Akron",2,"FL","Hillsborough"
"427",2004,"Akron",2,"VA","Fairfax"
"428",2004,"Akron",2,"PA","McKean"
"429",2004,"Akron",2,"PA","Venango"
"430",2004,"Akron",2,"NC","Mecklenburg"
"431",2004,"Akron",2,"OH","Franklin"
"432",2004,"Akron",2,"OH","Hamilton"
"433",2004,"Akron",2,"OH","Lake"
"434",2004,"Akron",2,"OH","Franklin"
"435",2004,"Akron",2,"MD","Prince George's"
"436",2004,"Akron",2,"MI","Genesee"
"437",2004,"Akron",2,"OH","Cuyahoga"
"438",2004,"Akron",2,"FL","Hillsborough"
"439",2004,"Akron",2,"PA","Allegheny"
"440",2004,"Akron",2,"PA","Washington"
"441",2005,"Akron",3,"PA","Delaware"
"442",2005,"Akron",3,"PA","Cambria"
"443",2005,"Akron",3,"OH","Summit"
"444",2005,"Akron",3,"FL","Broward"
"445",2005,"Akron",2,"OH","Cuyahoga"
"446",2005,"Akron",2,"NJ","Middlesex"
"447",2005,"Akron",2,"OH","Franklin"
"448",2005,"Akron",2,"FL","Broward"
"449",2005,"Akron",2,"PA","Westmoreland"
"450",2005,"Akron",2,"PA","Allegheny"
"451",2005,"Akron",2,"MD","Prince George's"
"452",2005,"Akron",2,"PA","Lackawanna"
"453",2005,"Akron",2,"PA","Allegheny"
"454",2005,"Akron",2,"OH","Mahoning"
"455",2005,"Akron",2,"OH","Cuyahoga"
"456",2005,"Akron",2,"FL","Miami-Dade"
"457",2005,"Akron",2,"OH","Franklin"
"458",2005,"Akron",2,"OH","Hamilton"
"459",2005,"Akron",2,"FL","Miami-Dade"
"460",2005,"Akron",2,"PA","Dauphin"
"461",2005,"Akron",2,"OH","Lake"
"462",2006,"Akron",3,"OH","Franklin"
"463",2006,"Akron",3,"OH","Lake"
"464",2006,"Akron",3,"PA","Allegheny"
"465",2006,"Akron",3,"VA","Virginia Beach"
"466",2006,"Akron",3,"MD","Charles"
"467",2006,"Akron",3,"TX","Tarrant"
"468",2006,"Akron",2,"PA","Allegheny"
"469",2006,"Akron",2,"FL","Duval"
"470",2006,"Akron",2,"OH","Cuyahoga"
"471",2006,"Akron",2,"FL","Miami-Dade"
"472",2006,"Akron",2,"FL","Broward"
"473",2006,"Akron",2,"FL","Broward"
"474",2006,"Akron",2,"FL","Palm Beach"
"475",2006,"Akron",2,"MD","Prince George's"
"476",2006,"Akron",2,"VA","Virginia Beach"
"477",2006,"Akron",2,"DC","District of Columbia"
"478",2006,"Akron",2,"FL","Polk"
"479",2006,"Akron",2,"FL","Polk"
"480",2006,"Akron",2,"PA","Berks"
"481",2006,"Akron",2,"MD","Charles"
"482",2007,"Akron",3,"PA","Westmoreland"
"483",2007,"Akron",3,"MD","Prince George's"
"484",2007,"Akron",3,"PA","Allegheny"
"485",2007,"Akron",3,"NJ","Bergen"
"486",2007,"Akron",3,"PA","Allegheny"
"487",2007,"Akron",3,"OH","Hamilton"
"488",2007,"Akron",3,"PA","Allegheny"
"489",2007,"Akron",2,"OH","Cuyahoga"
"490",2007,"Akron",2,"OH","Greene"
"491",2007,"Akron",2,"OH","Montgomery"
"492",2007,"Akron",2,"OH","Mahoning"
"493",2007,"Akron",2,"PA","Beaver"
"494",2007,"Akron",2,"PA","Allegheny"
"495",2007,"Akron",2,"OH","Lucas"
"496",2007,"Akron",2,"IL","Lake"
"497",2007,"Akron",2,"NC","Durham"
"498",2007,"Akron",2,"PA","Erie"
"499",2007,"Akron",2,"PA","Erie"
"500",2007,"Akron",2,"NY","Broome"
"501",2008,"Akron",3,"OH","Summit"
"502",2008,"Akron",3,"PA","Montgomery"
"503",2008,"Akron",3,"OH","Tuscarawas"
"504",2008,"Akron",3,"MI","Oakland"
"505",2008,"Akron",2,"PA","Crawford"
"506",2008,"Akron",2,"NJ","Essex"
"507",2008,"Akron",2,"OH","Muskingum"
"508",2008,"Akron",2,"GA","DeKalb"
"509",2008,"Akron",2,"OH","Clark"
"510",2008,"Akron",2,"OH","Montgomery"
"511",2008,"Akron",2,"OH","Mahoning"
"512",2008,"Akron",2,"OH","Muskingum"
"513",2008,"Akron",2,"CA","Kern"
"514",2008,"Akron",2,"OH","Wayne"
"515",2008,"Akron",2,"OH","Franklin"
"516",2008,"Akron",2,"OH","Trumbull"
"517",2008,"Akron",2,"CA","Santa Cruz"
"518",2009,"Akron",3,"OH","Lake"
"519",2009,"Akron",3,"OH","Franklin"
"520",2009,"Akron",3,"GA","Muscogee"
"521",2009,"Akron",3,"MI","Oakland"
"522",2009,"Akron",2,"MD","Baltimore"
"523",2009,"Akron",2,"PA","Erie"
"524",2009,"Akron",2,"OH","Lake"
"525",2009,"Akron",2,"MI","Wayne"
"526",2009,"Akron",2,"OH","Lake"
"527",2009,"Akron",2,"KY","Jefferson"
"528",2009,"Akron",2,"MI","Lenawee"
"529",2009,"Akron",2,"GA","Newton"
"530",2009,"Akron",2,"OH","Stark"
"531",2009,"Akron",2,"OH","Cuyahoga"
"532",2009,"Akron",2,"OH","Greene"
"533",2009,"Akron",2,"OH","Hamilton"
"534",2009,"Akron",2,"OH","Warren"
"535",2009,"Akron",2,"PA","Beaver"
"536",2009,"Akron",2,"FL","Clay"
"537",2009,"Akron",2,"OH","Franklin"
"538",2010,"Akron",3,"OH","Stark"
"539",2010,"Akron",3,"IL","Cook"
"540",2010,"Akron",3,"OH","Cuyahoga"
"541",2010,"Akron",3,"IL","Cook"
"542",2010,"Akron",3,"OH","Lake"
"543",2010,"Akron",3,"OH","Medina"
"544",2010,"Akron",3,"OH","Franklin"
"545",2010,"Akron",3,"MD","Prince George's"
"546",2010,"Akron",3,"PA","Westmoreland"
"547",2010,"Akron",3,"OH","Cuyahoga"
"548",2010,"Akron",3,"NJ","Essex"
"549",2010,"Akron",2,"OH","Franklin"
"550",2010,"Akron",2,"OH","Lake"
"551",2010,"Akron",2,"OH","Erie"
"552",2010,"Akron",2,"NY","Richmond"
"553",2010,"Akron",2,"OH","Jefferson"
"554",2010,"Akron",2,"PA","Mercer"
"555",2010,"Akron",2,"WV","Ohio"
"556",2010,"Akron",2,"PA","Butler"
"557",2010,"Akron",2,"PA","Erie"
"558",2011,"Akron",3,"PA","Lackawanna"
"559",2011,"Akron",2,"OH","Mahoning"
"560",2011,"Akron",2,"NJ","Bergen"
"561",2011,"Akron",2,"OH","Cuyahoga"
"562",2011,"Akron",2,"OH","Montgomery"
"563",2011,"Akron",2,"OH","Cuyahoga"
"564",2011,"Akron",2,"OH","Summit"
"565",2011,"Akron",2,"OH","Lorain"
"566",2011,"Akron",2,"IL","Vermilion"
"567",2011,"Akron",2,"OH","Hamilton"
"568",2011,"Akron",2,"PA","Cambria"
"569",2011,"Akron",2,"PA","Lancaster"
"570",2011,"Akron",2,"PA","Allegheny"
"571",2011,"Akron",2,"OH","Cuyahoga"
"572",2011,"Akron",2,"PA","Allegheny"
"573",2012,"Akron",3,"PA","Blair"
"574",2012,"Akron",2,"FL","Palm Beach"
"575",2012,"Akron",2,"OH","Stark"
"576",2012,"Akron",2,"OH","Summit"
"577",2012,"Akron",2,"OH","Hamilton"
"578",2012,"Akron",2,"FL","Miami-Dade"
"579",2012,"Akron",2,"OH","Portage"
"580",2012,"Akron",2,"MI","Oakland"
