"","committed_to","state_province","count","tot","share","rank","end_year","start_year"
"6121","Eastern Michigan","OH",20,79,0.253164556962025,2,2012,2007
"6122","Utah","CA",20,81,0.246913580246914,2,2012,2007
"6123","Utah State","CA",20,68,0.294117647058824,2,2012,2007
"6124","Wyoming","CO",20,95,0.210526315789474,1,2012,2007
"6125","Cincinnati","FL",19,102,0.186274509803922,2,2012,2007
"6126","Kansas","KS",19,89,0.213483146067416,2,2012,2007
"6127","Kansas State","KS",19,78,0.243589743589744,1,2012,2007
"6128","Kansas State","TX",19,78,0.243589743589744,2,2012,2007
"6129","Northwestern","IL",19,92,0.206521739130435,1,2012,2007
"6130","Vanderbilt","GA",19,99,0.191919191919192,1,2012,2007
"6131","Western Michigan","MI",19,111,0.171171171171171,2,2012,2007
"6132","Arkansas State","AL",18,86,0.209302325581395,2,2012,2007
"6133","Ball State","IN",18,84,0.214285714285714,2,2012,2007
"6134","Central Michigan","FL",18,118,0.152542372881356,2,2012,2007
"6135","Colorado","CO",18,106,0.169811320754717,2,2012,2007
"6136","Minnesota","TX",18,105,0.171428571428571,2,2012,2007
"6137","Northwestern","OH",18,92,0.195652173913043,2,2012,2007
"6138","Oklahoma State","OK",18,109,0.165137614678899,2,2012,2007
"6139","Utah","TX",18,81,0.222222222222222,3,2012,2007
"6140","Boston College","MA",17,101,0.168316831683168,1,2012,2007
"6141","Boston College","NJ",17,101,0.168316831683168,2,2012,2007
"6142","Georgia","FL",17,104,0.163461538461538,2,2012,2007
"6143","Iowa","IL",17,112,0.151785714285714,2,2012,2007
"6144","LSU","TX",17,118,0.144067796610169,2,2012,2007
"6145","Middle Tennessee","TN",17,93,0.182795698924731,3,2012,2007
"6146","Nebraska","NE",17,97,0.175257731958763,2,2012,2007
"6147","Oklahoma","OK",17,103,0.16504854368932,2,2012,2007
"6148","Rutgers","FL",17,105,0.161904761904762,2,2012,2007
"6149","South Alabama","AL",17,27,0.62962962962963,1,2012,2007
"6150","Tulane","TX",17,106,0.160377358490566,2,2012,2007
"6151","UNLV","NV",17,85,0.2,2,2012,2007
"6152","Vanderbilt","FL",17,99,0.171717171717172,2,2012,2007
"6153","Vanderbilt","TN",17,99,0.171717171717172,3,2012,2007
"6154","Western Michigan","IL",17,111,0.153153153153153,3,2012,2007
"6155","Wyoming","TX",17,95,0.178947368421053,2,2012,2007
"6156","Akron","PA",16,97,0.164948453608247,2,2012,2007
"6157","Arizona","TX",16,94,0.170212765957447,3,2012,2007
"6158","Clemson","FL",16,104,0.153846153846154,2,2012,2007
"6159","Colorado","TX",16,106,0.150943396226415,3,2012,2007
"6160","Idaho","WA",16,83,0.192771084337349,2,2012,2007
"6161","Illinois","OH",16,113,0.141592920353982,3,2012,2007
"6162","Kentucky","TN",16,112,0.142857142857143,3,2012,2007
"6163","Minnesota","FL",16,105,0.152380952380952,3,2012,2007
"6164","North Carolina","FL",16,104,0.153846153846154,2,2012,2007
"6165","Syracuse","FL",16,104,0.153846153846154,2,2012,2007
"6166","Tennessee","FL",16,102,0.156862745098039,3,2012,2007
"6167","West Virginia","OH",16,108,0.148148148148148,2,2012,2007
"6168","Wisconsin","FL",16,103,0.155339805825243,2,2012,2007
"6169","Army","TX",15,121,0.12396694214876,1,2012,2007
"6170","Boise State","TX",15,85,0.176470588235294,2,2012,2007
"6171","Bowling Green","MI",15,98,0.153061224489796,2,2012,2007
"6172","Buffalo","FL",15,96,0.15625,2,2012,2007
"6173","Duke","GA",15,105,0.142857142857143,2,2012,2007
"6174","Georgia Tech","FL",15,97,0.154639175257732,2,2012,2007
"6175","Michigan","FL",15,120,0.125,3,2012,2007
"6176","Ole Miss","GA",15,109,0.137614678899083,3,2012,2007
"6177","Penn State","MD",15,93,0.161290322580645,2,2012,2007
"6178","Rutgers","PA",15,105,0.142857142857143,3,2012,2007
"6179","Stanford","TX",15,102,0.147058823529412,2,2012,2007
"6180","Wake Forest","NC",15,90,0.166666666666667,2,2012,2007
"6181","Clemson","GA",14,104,0.134615384615385,3,2012,2007
"6182","Eastern Michigan","IL",14,79,0.177215189873418,3,2012,2007
"6183","Louisville","GA",14,92,0.152173913043478,2,2012,2007
"6184","New Mexico State","TX",14,49,0.285714285714286,1,2012,2007
"6185","Purdue","IN",14,102,0.137254901960784,2,2012,2007
"6186","Syracuse","PA",14,104,0.134615384615385,3,2012,2007
"6187","Wisconsin","OH",14,103,0.135922330097087,3,2012,2007
"6188","Air Force","GA",13,88,0.147727272727273,2,2012,2007
"6189","Arkansas State","TN",13,86,0.151162790697674,3,2012,2007
"6190","Connecticut","CT",13,97,0.134020618556701,1,2012,2007
"6191","Connecticut","FL",13,97,0.134020618556701,2,2012,2007
"6192","Louisiana","MS",13,95,0.136842105263158,2,2012,2007
"6193","Marshall","VA",13,96,0.135416666666667,2,2012,2007
"6194","Miami (OH)","TX",13,106,0.122641509433962,2,2012,2007
"6195","Northern Illinois","FL",13,103,0.12621359223301,2,2012,2007
"6196","Notre Dame","OH",13,102,0.127450980392157,1,2012,2007
"6197","Oregon State","WA",13,95,0.136842105263158,2,2012,2007
"6198","Pittsburgh","OH",13,94,0.138297872340426,2,2012,2007
"6199","SMU","CA",13,123,0.105691056910569,2,2012,2007
"6200","UNLV","TX",13,85,0.152941176470588,3,2012,2007
"6201","Alabama","FL",12,125,0.096,3,2012,2007
"6202","Arkansas","OK",12,123,0.0975609756097561,3,2012,2007
"6203","Bowling Green","FL",12,98,0.122448979591837,3,2012,2007
"6204","Buffalo","OH",12,96,0.125,3,2012,2007
"6205","Central Michigan","IL",12,118,0.101694915254237,3,2012,2007
"6206","Connecticut","PA",12,97,0.123711340206186,3,2012,2007
"6207","Duke","FL",12,105,0.114285714285714,3,2012,2007
"6208","Florida State","GA",12,114,0.105263157894737,2,2012,2007
"6209","Iowa","OH",12,112,0.107142857142857,3,2012,2007
"6210","Kansas State","OK",12,78,0.153846153846154,3,2012,2007
"6211","Marshall","GA",12,96,0.125,3,2012,2007
"6212","New Mexico State","CA",12,49,0.244897959183673,2,2012,2007
"6213","Ole Miss","AL",12,109,0.110091743119266,4,2012,2007
"6214","Oregon","TX",12,93,0.129032258064516,2,2012,2007
"6215","Oregon State","OR",12,95,0.126315789473684,3,2012,2007
"6216","Toledo","FL",12,98,0.122448979591837,2,2012,2007
"6217","Virginia","MD",12,111,0.108108108108108,2,2012,2007
"6218","Army","PA",11,121,0.0909090909090909,2,2012,2007
"6219","Boise State","ID",11,85,0.129411764705882,3,2012,2007
"6220","Boston College","PA",11,101,0.108910891089109,3,2012,2007
"6221","Cincinnati","IN",11,102,0.107843137254902,3,2012,2007
"6222","East Carolina","SC",11,84,0.130952380952381,2,2012,2007
"6223","Indiana","IL",11,100,0.11,3,2012,2007
"6224","Kentucky","FL",11,112,0.0982142857142857,4,2012,2007
"6225","Louisville","KY",11,92,0.119565217391304,3,2012,2007
"6226","Memphis","LA",11,84,0.130952380952381,2,2012,2007
"6227","Memphis","MS",11,84,0.130952380952381,3,2012,2007
"6228","Navy","FL",11,56,0.196428571428571,1,2012,2007
"6229","Nebraska","CA",11,97,0.11340206185567,3,2012,2007
"6230","North Carolina","VA",11,104,0.105769230769231,3,2012,2007
"6231","Northern Illinois","MO",11,103,0.106796116504854,3,2012,2007
"6232","Penn State","NJ",11,93,0.118279569892473,3,2012,2007
"6233","Purdue","TX",11,102,0.107843137254902,3,2012,2007
"6234","Southern Mississippi","GA",11,99,0.111111111111111,3,2012,2007
"6235","Tulane","FL",11,106,0.10377358490566,3,2012,2007
"6236","Vanderbilt","AL",11,99,0.111111111111111,4,2012,2007
"6237","Wake Forest","GA",11,90,0.122222222222222,3,2012,2007
"6238","Ball State","MI",10,84,0.119047619047619,3,2012,2007
"6239","Boston College","FL",10,101,0.099009900990099,4,2012,2007
"6240","Connecticut","MA",10,97,0.103092783505155,4,2012,2007
"6241","Kent State","GA",10,91,0.10989010989011,2,2012,2007
"6242","Louisiana Monroe","AR",10,94,0.106382978723404,3,2012,2007
"6243","Louisville","OH",10,92,0.108695652173913,4,2012,2007
"6244","Maryland","PA",10,100,0.1,2,2012,2007
"6245","Memphis","AL",10,84,0.119047619047619,4,2012,2007
"6246","Memphis","FL",10,84,0.119047619047619,5,2012,2007
"6247","NC State","SC",10,100,0.1,3,2012,2007
"6248","New Mexico","NM",10,88,0.113636363636364,2,2012,2007
"6249","Northern Illinois","WI",10,103,0.0970873786407767,4,2012,2007
"6250","Northwestern","TX",10,92,0.108695652173913,3,2012,2007
"6251","Notre Dame","CA",10,102,0.0980392156862745,2,2012,2007
"6252","Notre Dame","IN",10,102,0.0980392156862745,3,2012,2007
"6253","Ohio State","FL",10,103,0.0970873786407767,2,2012,2007
"6254","Oregon","OR",10,93,0.10752688172043,3,2012,2007
"6255","Purdue","IL",10,102,0.0980392156862745,4,2012,2007
"6256","Texas State","TX",10,11,0.909090909090909,1,2012,2007
"6257","Toledo","MI",10,98,0.102040816326531,3,2012,2007
"6258","Virginia Tech","NC",10,115,0.0869565217391304,2,2012,2007
"6259","Wake Forest","TX",10,90,0.111111111111111,4,2012,2007
"6260","Arkansas","LA",9,123,0.0731707317073171,4,2012,2007
"6261","Army","CA",9,121,0.0743801652892562,3,2012,2007
"6262","Ball State","IL",9,84,0.107142857142857,4,2012,2007
"6263","Boston College","OH",9,101,0.0891089108910891,5,2012,2007
"6264","California","TX",9,87,0.103448275862069,2,2012,2007
"6265","Connecticut","GA",9,97,0.0927835051546392,5,2012,2007
"6266","Idaho","ID",9,83,0.108433734939759,3,2012,2007
"6267","Idaho","TX",9,83,0.108433734939759,4,2012,2007
"6268","Iowa","FL",9,112,0.0803571428571429,4,2012,2007
"6269","Kent State","FL",9,91,0.0989010989010989,3,2012,2007
"6270","Maryland","DC",9,100,0.09,3,2012,2007
"6271","Miami (OH)","SC",9,106,0.0849056603773585,3,2012,2007
"6272","Mississippi State","AL",9,105,0.0857142857142857,2,2012,2007
"6273","New Mexico","FL",9,88,0.102272727272727,3,2012,2007
"6274","Notre Dame","FL",9,102,0.0882352941176471,4,2012,2007
"6275","Notre Dame","IL",9,102,0.0882352941176471,5,2012,2007
"6276","Ohio State","PA",9,103,0.087378640776699,3,2012,2007
"6277","Pittsburgh","NJ",9,94,0.0957446808510638,3,2012,2007
"6278","South Carolina State","SC",9,9,1,1,2012,2007
"6279","Stanford","AZ",9,102,0.0882352941176471,3,2012,2007
"6280","West Virginia","MD",9,108,0.0833333333333333,3,2012,2007
"6281","West Virginia","PA",9,108,0.0833333333333333,4,2012,2007
"6282","West Virginia","VA",9,108,0.0833333333333333,5,2012,2007
"6283","Wyoming","CA",9,95,0.0947368421052632,3,2012,2007
"6284","Alabama","TN",8,125,0.064,4,2012,2007
"6285","Arkansas","FL",8,123,0.0650406504065041,5,2012,2007
"6286","Army","FL",8,121,0.0661157024793388,4,2012,2007
"6287","Buffalo","PA",8,96,0.0833333333333333,4,2012,2007
"6288","Indiana","MI",8,100,0.08,4,2012,2007
"6289","Iowa","MI",8,112,0.0714285714285714,5,2012,2007
"6290","Maryland","GA",8,100,0.08,4,2012,2007
"6291","Maryland","NC",8,100,0.08,5,2012,2007
"6292","New Mexico","CA",8,88,0.0909090909090909,4,2012,2007
"6293","New Mexico","MD",8,88,0.0909090909090909,5,2012,2007
"6294","North Carolina","GA",8,104,0.0769230769230769,4,2012,2007
"6295","Northwestern","FL",8,92,0.0869565217391304,4,2012,2007
"6296","Northwestern","PA",8,92,0.0869565217391304,5,2012,2007
"6297","Ohio","PA",8,82,0.0975609756097561,2,2012,2007
"6298","Stanford","GA",8,102,0.0784313725490196,4,2012,2007
"6299","Syracuse","NJ",8,104,0.0769230769230769,4,2012,2007
"6300","Tulane","GA",8,106,0.0754716981132075,4,2012,2007
"6301","Vanderbilt","TX",8,99,0.0808080808080808,5,2012,2007
"6302","Western Kentucky","KY",8,50,0.16,2,2012,2007
"6303","Wisconsin","IL",8,103,0.0776699029126214,4,2012,2007
"6304","Wyoming","IL",8,95,0.0842105263157895,4,2012,2007
"6305","Wyoming","WA",8,95,0.0842105263157895,5,2012,2007
"6306","Air Force","CA",7,88,0.0795454545454545,3,2012,2007
"6307","Akron","FL",7,97,0.0721649484536082,3,2012,2007
"6308","Army","GA",7,121,0.0578512396694215,5,2012,2007
"6309","Buffalo","TX",7,96,0.0729166666666667,5,2012,2007
"6310","Duke","SC",7,105,0.0666666666666667,4,2012,2007
"6311","Florida","GA",7,100,0.07,2,2012,2007
"6312","Illinois","TN",7,113,0.0619469026548673,4,2012,2007
"6313","Kansas","MO",7,89,0.0786516853932584,3,2012,2007
"6314","Michigan","TX",7,120,0.0583333333333333,4,2012,2007
"6315","Minnesota","IL",7,105,0.0666666666666667,4,2012,2007
"6316","Pittsburgh","FL",7,94,0.074468085106383,4,2012,2007
"6317","Purdue","PA",7,102,0.0686274509803922,5,2012,2007
"6318","Texas Tech","OK",7,102,0.0686274509803922,2,2012,2007
"6319","UCLA","TN",7,111,0.0630630630630631,2,2012,2007
"6320","Utah State","FL",7,68,0.102941176470588,3,2012,2007
"6321","Air Force","AZ",6,88,0.0681818181818182,4,2012,2007
"6322","BYU","TX",6,91,0.0659340659340659,3,2012,2007
"6323","Duke","TN",6,105,0.0571428571428571,5,2012,2007
"6324","Eastern Michigan","PA",6,79,0.0759493670886076,4,2012,2007
"6325","Marshall","NC",6,96,0.0625,4,2012,2007
"6326","Miami (OH)","FL",6,106,0.0566037735849057,4,2012,2007
"6327","Miami (OH)","PA",6,106,0.0566037735849057,5,2012,2007
"6328","Navy","MD",6,56,0.107142857142857,2,2012,2007
"6329","Nebraska","OH",6,97,0.0618556701030928,4,2012,2007
"6330","New Mexico State","NM",6,49,0.122448979591837,3,2012,2007
"6331","Ohio","FL",6,82,0.0731707317073171,3,2012,2007
"6332","Ohio","GA",6,82,0.0731707317073171,4,2012,2007
"6333","Oregon","AZ",6,93,0.0645161290322581,4,2012,2007
"6334","Stanford","WA",6,102,0.0588235294117647,5,2012,2007
"6335","Syracuse","OH",6,104,0.0576923076923077,5,2012,2007
"6336","Tennessee","AL",6,102,0.0588235294117647,4,2012,2007
"6337","Tennessee","SC",6,102,0.0588235294117647,5,2012,2007
"6338","Virginia","GA",6,111,0.0540540540540541,3,2012,2007
"6339","Air Force","FL",5,88,0.0568181818181818,5,2012,2007
"6340","Colorado","HI",5,106,0.0471698113207547,4,2012,2007
"6341","Florida","NC",5,100,0.05,3,2012,2007
"6342","Illinois","MI",5,113,0.0442477876106195,5,2012,2007
"6343","James Madison","VA",5,8,0.625,1,2012,2007
"6344","Kansas","FL",5,89,0.0561797752808989,4,2012,2007
"6345","Kansas State","LA",5,78,0.0641025641025641,4,2012,2007
"6346","Minnesota","WI",5,105,0.0476190476190476,5,2012,2007
"6347","Navy","AL",5,56,0.0892857142857143,3,2012,2007
"6348","Navy","TN",5,56,0.0892857142857143,4,2012,2007
"6349","Ohio","NE",5,82,0.0609756097560976,5,2012,2007
"6350","Old Dominion","VA",5,8,0.625,1,2012,2007
"6351","Penn State","MI",5,93,0.0537634408602151,4,2012,2007
"6352","Penn State","NY",5,93,0.0537634408602151,5,2012,2007
"6353","South Alabama","FL",5,27,0.185185185185185,2,2012,2007
"6354","UT San Antonio","TX",5,6,0.833333333333333,1,2012,2007
"6355","Virginia","NJ",5,111,0.045045045045045,4,2012,2007
"6356","California","AZ",4,87,0.0459770114942529,3,2012,2007
"6357","Colorado","DC",4,106,0.0377358490566038,5,2012,2007
"6358","Navy","CA",4,56,0.0714285714285714,5,2012,2007
"6359","Nebraska","CO",4,97,0.0412371134020619,5,2012,2007
"6360","New Mexico State","AZ",4,49,0.0816326530612245,4,2012,2007
"6361","Northern Iowa","IA",4,5,0.8,1,2012,2007
"6362","Appalachian State","GA",3,6,0.5,1,2012,2007
"6363","Appalachian State","NC",3,6,0.5,2,2012,2007
"6364","Georgia State","GA",3,7,0.428571428571429,1,2012,2007
"6365","Newberry","SC",3,3,1,1,2012,2007
"6366","Bethune-Cookman","FL",2,2,1,1,2012,2007
"6367","Charlotte","NC",2,3,0.666666666666667,1,2012,2007
"6368","Gardner-Webb","NC",2,3,0.666666666666667,1,2012,2007
"6369","Georgia Southern","GA",2,3,0.666666666666667,1,2012,2007
"6370","Georgia State","FL",2,7,0.285714285714286,2,2012,2007
"6371","Hampton","VA",2,3,0.666666666666667,1,2012,2007
"6372","McNeese","LA",2,2,1,1,2012,2007
"6373","Norfolk State","VA",2,2,1,1,2012,2007
"6374","Old Dominion","GA",2,8,0.25,2,2012,2007
"6375","Portland State","OR",2,3,0.666666666666667,1,2012,2007
"6376","William & Mary","VA",2,2,1,1,2012,2007
"6377","Youngstown State","OH",2,4,0.5,1,2012,2007
"6378","Alabama State","FL",1,1,1,1,2012,2007
"6379","Cal Poly","CA",1,1,1,1,2012,2007
"6380","Central Arkansas","AR",1,1,1,1,2012,2007
"6381","Charlotte","SC",1,3,0.333333333333333,2,2012,2007
"6382","Chattanooga","TN",1,1,1,1,2012,2007
"6383","Coastal Carolina","MO",1,2,0.5,1,2012,2007
"6384","Coastal Carolina","NC",1,2,0.5,2,2012,2007
"6385","Columbia","OH",1,1,1,1,2012,2007
"6386","Cornell","PA",1,1,1,1,2012,2007
"6387","Dartmouth","FL",1,2,0.5,1,2012,2007
"6388","Dartmouth","TX",1,2,0.5,2,2012,2007
"6389","Delaware","VA",1,1,1,1,2012,2007
"6390","Delaware State","NJ",1,1,1,1,2012,2007
"6391","Eastern Illinois","IN",1,1,1,1,2012,2007
"6392","Eastern Kentucky","KY",1,1,1,1,2012,2007
"6393","Eastern Washington","CA",1,2,0.5,1,2012,2007
"6394","Eastern Washington","WA",1,2,0.5,2,2012,2007
"6395","Elon","PA",1,1,1,1,2012,2007
"6396","Fairmont State","WV",1,1,1,1,2012,2007
"6397","Furman","SC",1,1,1,1,2012,2007
"6398","Gardner-Webb","SC",1,3,0.333333333333333,2,2012,2007
"6399","Georgia Southern","FL",1,3,0.333333333333333,2,2012,2007
"6400","Grambling","LA",1,1,1,1,2012,2007
"6401","Hampton","NC",1,3,0.333333333333333,2,2012,2007
"6402","Harvard","CA",1,3,0.333333333333333,1,2012,2007
"6403","Harvard","MA",1,3,0.333333333333333,2,2012,2007
"6404","Harvard","WI",1,3,0.333333333333333,3,2012,2007
"6405","Holy Cross","TX",1,1,1,1,2012,2007
"6406","Idaho State","CA",1,1,1,1,2012,2007
"6407","Indiana State","GA",1,1,1,1,2012,2007
"6408","James Madison","DE",1,8,0.125,2,2012,2007
"6409","Lehigh","FL",1,1,1,1,2012,2007
"6410","Lenoir-Rhyne","SC",1,1,1,1,2012,2007
"6411","Liberty","AL",1,3,0.333333333333333,1,2012,2007
"6412","Liberty","FL",1,3,0.333333333333333,2,2012,2007
"6413","Liberty","VA",1,3,0.333333333333333,3,2012,2007
"6414","Monmouth","DC",1,1,1,1,2012,2007
"6415","Montana","OR",1,1,1,1,2012,2007
"6416","Montana State","NV",1,1,1,1,2012,2007
"6417","New Hampshire","NJ",1,1,1,1,2012,2007
"6418","North Carolina Central","VA",1,1,1,1,2012,2007
"6419","North Dakota","MN",1,1,1,1,2012,2007
"6420","North Dakota State","MN",1,1,1,1,2012,2007
"6421","Northern Colorado","MI",1,1,1,1,2012,2007
"6422","Notre Dame College","MI",1,1,1,1,2012,2007
"6423","Pennsylvania","CA",1,2,0.5,1,2012,2007
"6424","Pennsylvania","FL",1,2,0.5,2,2012,2007
"6425","Portland State","WA",1,3,0.333333333333333,2,2012,2007
"6426","Presbyterian College","SC",1,1,1,1,2012,2007
"6427","Princeton","FL",1,2,0.5,1,2012,2007
"6428","Princeton","NJ",1,2,0.5,2,2012,2007
"6429","Richmond","VA",1,1,1,1,2012,2007
"6430","South Dakota State","NE",1,1,1,1,2012,2007
"6431","Southeast Missouri State","NE",1,1,1,1,2012,2007
"6432","Southern Illinois","IL",1,2,0.5,1,2012,2007
"6433","Southern Illinois","IN",1,2,0.5,2,2012,2007
"6434","Southern Utah","UT",1,1,1,1,2012,2007
"6435","Tarleton State","TX",1,1,1,1,2012,2007
"6436","Tennessee State","AL",1,2,0.5,1,2012,2007
"6437","Tennessee State","FL",1,2,0.5,2,2012,2007
"6438","Texas Southern","FL",1,1,1,1,2012,2007
"6439","The Citadel","GA",1,1,1,1,2012,2007
"6440","Towson","PA",1,1,1,1,2012,2007
"6441","UMass","CT",1,3,0.333333333333333,1,2012,2007
"6442","UMass","NJ",1,3,0.333333333333333,2,2012,2007
"6443","UMass","TN",1,3,0.333333333333333,3,2012,2007
"6444","Valdosta State","GA",1,1,1,1,2012,2007
"6445","Villanova","NJ",1,3,0.333333333333333,1,2012,2007
"6446","Villanova","PA",1,3,0.333333333333333,2,2012,2007
"6447","Villanova","TX",1,3,0.333333333333333,3,2012,2007
"6448","VMI","SC",1,2,0.5,1,2012,2007
"6449","VMI","VA",1,2,0.5,2,2012,2007
"6450","Wagner","FL",1,1,1,1,2012,2007
"6451","Weber State","UT",1,1,1,1,2012,2007
"6452","Western Carolina","NC",1,2,0.5,1,2012,2007
"6453","Western Carolina","SC",1,2,0.5,2,2012,2007
"6454","Western Illinois","IN",1,1,1,1,2012,2007
"6455","Yale","CA",1,3,0.333333333333333,1,2012,2007
"6456","Yale","FL",1,3,0.333333333333333,2,2012,2007
"6457","Yale","OH",1,3,0.333333333333333,3,2012,2007
"6458","Youngstown State","FL",1,4,0.25,2,2012,2007
"6459","Texas","TX",104,111,0.936936936936937,1,2011,2006
"6460","Houston","TX",91,102,0.892156862745098,1,2011,2006
"6461","Florida International","FL",89,105,0.847619047619048,1,2011,2006
"6462","Fresno State","CA",87,97,0.896907216494845,1,2011,2006
"6463","Rice","TX",87,99,0.878787878787879,1,2011,2006
"6464","SMU","TX",87,121,0.71900826446281,1,2011,2006
"6465","San Diego State","CA",86,100,0.86,1,2011,2006
"6466","Baylor","TX",84,89,0.943820224719101,1,2011,2006
"6467","Texas A&M","TX",83,100,0.83,1,2011,2006
"6468","TCU","TX",80,99,0.808080808080808,1,2011,2006
"6469","North Texas","TX",75,81,0.925925925925926,1,2011,2006
"6470","Oklahoma State","TX",74,110,0.672727272727273,1,2011,2006
"6471","Florida State","FL",73,110,0.663636363636364,1,2011,2006
"6472","Georgia","GA",71,104,0.682692307692308,1,2011,2006
"6473","South Florida","FL",71,88,0.806818181818182,1,2011,2006
"6474","Mississippi State","MS",70,105,0.666666666666667,1,2011,2006
"6475","Texas Tech","TX",69,107,0.644859813084112,1,2011,2006
"6476","UCF","FL",68,108,0.62962962962963,1,2011,2006
"6477","Virginia Tech","VA",68,111,0.612612612612613,1,2011,2006
"6478","Miami","FL",67,104,0.644230769230769,1,2011,2006
"6479","USC","CA",67,95,0.705263157894737,1,2011,2006
"6480","LSU","LA",65,119,0.546218487394958,1,2011,2006
"6481","Nevada","CA",65,82,0.792682926829268,1,2011,2006
"6482","Florida","FL",64,102,0.627450980392157,1,2011,2006
"6483","East Carolina","NC",63,96,0.65625,1,2011,2006
"6484","UCLA","CA",63,91,0.692307692307692,1,2011,2006
"6485","Georgia Tech","GA",59,100,0.59,1,2011,2006
"6486","Oklahoma","TX",59,105,0.561904761904762,1,2011,2006
"6487","San José State","CA",56,59,0.949152542372881,1,2011,2006
"6488","Central Michigan","MI",55,109,0.504587155963303,1,2011,2006
"6489","Oregon","CA",55,101,0.544554455445545,1,2011,2006
"6490","Washington","CA",55,112,0.491071428571429,1,2011,2006
"6491","Virginia","VA",54,106,0.509433962264151,1,2011,2006
"6492","Alabama","AL",53,121,0.43801652892562,1,2011,2006
"6493","Rutgers","NJ",52,107,0.485981308411215,1,2011,2006
"6494","California","CA",51,93,0.548387096774194,1,2011,2006
"6495","Michigan State","MI",50,106,0.471698113207547,1,2011,2006
"6496","Washington State","CA",50,99,0.505050505050505,1,2011,2006
"6497","Pittsburgh","PA",48,98,0.489795918367347,1,2011,2006
"6498","Toledo","OH",48,92,0.521739130434783,1,2011,2006
"6499","Auburn","AL",47,126,0.373015873015873,1,2011,2006
"6500","BYU","UT",47,99,0.474747474747475,1,2011,2006
"6501","Akron","OH",46,96,0.479166666666667,1,2011,2006
"6502","Cincinnati","OH",46,92,0.5,1,2011,2006
"6503","Hawai'i","HI",46,91,0.505494505494505,1,2011,2006
"6504","Louisiana","LA",46,91,0.505494505494505,1,2011,2006
"6505","Ohio State","OH",46,86,0.534883720930233,1,2011,2006
"6506","Oregon State","CA",46,100,0.46,1,2011,2006
"6507","Bowling Green","OH",45,98,0.459183673469388,1,2011,2006
"6508","Louisiana Tech","LA",45,89,0.50561797752809,1,2011,2006
"6509","Tulsa","OK",45,104,0.432692307692308,1,2011,2006
"6510","Arizona State","CA",44,93,0.473118279569892,1,2011,2006
"6511","Clemson","SC",44,107,0.411214953271028,1,2011,2006
"6512","North Carolina","NC",44,99,0.444444444444444,1,2011,2006
"6513","Arkansas","AR",43,122,0.352459016393443,1,2011,2006
"6514","Tulane","LA",43,113,0.380530973451327,1,2011,2006
"6515","Kent State","OH",42,92,0.456521739130435,1,2011,2006
"6516","Missouri","TX",40,104,0.384615384615385,1,2011,2006
"6517","South Carolina","SC",40,115,0.347826086956522,1,2011,2006
"6518","Troy","AL",40,104,0.384615384615385,1,2011,2006
"6519","Troy","FL",40,104,0.384615384615385,2,2011,2006
"6520","Western Michigan","FL",40,108,0.37037037037037,1,2011,2006
"6521","NC State","NC",38,98,0.387755102040816,1,2011,2006
"6522","Ohio","OH",38,83,0.457831325301205,1,2011,2006
"6523","Temple","PA",38,89,0.426966292134831,1,2011,2006
"6524","Boise State","CA",37,89,0.415730337078652,1,2011,2006
"6525","Kansas","TX",37,98,0.377551020408163,1,2011,2006
"6526","Marshall","FL",37,103,0.359223300970874,1,2011,2006
"6527","UAB","AL",37,93,0.397849462365591,1,2011,2006
"6528","Missouri","MO",36,104,0.346153846153846,2,2011,2006
"6529","Northern Illinois","IL",36,90,0.4,1,2011,2006
"6530","Southern Mississippi","MS",36,104,0.346153846153846,1,2011,2006
"6531","UNLV","CA",36,82,0.439024390243902,1,2011,2006
"6532","Washington","WA",36,112,0.321428571428571,2,2011,2006
"6533","Wisconsin","WI",36,107,0.336448598130841,1,2011,2006
"6534","Miami (OH)","OH",35,105,0.333333333333333,1,2011,2006
"6535","Louisiana Tech","TX",34,89,0.382022471910112,2,2011,2006
"6536","Louisiana Monroe","LA",33,98,0.336734693877551,1,2011,2006
"6537","Louisiana Monroe","TX",33,98,0.336734693877551,2,2011,2006
"6538","Nebraska","TX",33,103,0.320388349514563,1,2011,2006
"6539","Ole Miss","MS",33,112,0.294642857142857,1,2011,2006
"6540","Tulsa","TX",33,104,0.317307692307692,2,2011,2006
"6541","UAB","GA",33,93,0.354838709677419,2,2011,2006
"6542","Wake Forest","FL",33,90,0.366666666666667,1,2011,2006
"6543","Ball State","OH",32,85,0.376470588235294,1,2011,2006
"6544","Colorado","CA",32,102,0.313725490196078,1,2011,2006
"6545","Florida Atlantic","FL",32,33,0.96969696969697,1,2011,2006
"6546","Illinois","IL",32,112,0.285714285714286,1,2011,2006
"6547","Iowa State","TX",31,107,0.289719626168224,1,2011,2006
"6548","Louisville","FL",31,85,0.364705882352941,1,2011,2006
"6549","Middle Tennessee","FL",31,96,0.322916666666667,1,2011,2006
"6550","Penn State","PA",31,85,0.364705882352941,1,2011,2006
"6551","Colorado State","CO",30,112,0.267857142857143,1,2011,2006
"6552","Indiana","IN",30,97,0.309278350515464,1,2011,2006
"6553","Middle Tennessee","GA",30,96,0.3125,2,2011,2006
"6554","Tennessee","TN",30,110,0.272727272727273,1,2011,2006
"6555","Arizona","CA",29,79,0.367088607594937,1,2011,2006
"6556","Arizona State","AZ",29,93,0.311827956989247,2,2011,2006
