"","committed_to","state_province","count","tot","share","rank","end_year","start_year"
"1","Texas","TX",89,114,0.780701754385965,1,2020,2015
"2","Florida International","FL",86,99,0.868686868686869,1,2020,2015
"3","San José State","CA",86,93,0.924731182795699,1,2020,2015
"4","Texas A&M","TX",83,125,0.664,1,2020,2015
"5","South Florida","FL",77,88,0.875,1,2020,2015
"6","Baylor","TX",75,102,0.735294117647059,1,2020,2015
"7","Miami","FL",75,106,0.707547169811321,1,2020,2015
"8","UCLA","CA",75,121,0.619834710743802,1,2020,2015
"9","SMU","TX",74,84,0.880952380952381,1,2020,2015
"10","Texas State","TX",74,87,0.850574712643678,1,2020,2015
"11","Florida","FL",71,112,0.633928571428571,1,2020,2015
"12","North Texas","TX",71,87,0.816091954022989,1,2020,2015
"13","Texas Tech","TX",71,83,0.855421686746988,1,2020,2015
"14","Rice","TX",70,99,0.707070707070707,1,2020,2015
"15","UTEP","TX",68,92,0.739130434782609,1,2020,2015
"16","Florida Atlantic","FL",66,89,0.741573033707865,1,2020,2015
"17","Fresno State","CA",66,84,0.785714285714286,1,2020,2015
"18","Georgia","GA",66,121,0.545454545454545,1,2020,2015
"19","Georgia Southern","GA",66,112,0.589285714285714,1,2020,2015
"20","Houston","TX",65,74,0.878378378378378,1,2020,2015
"21","UCF","FL",65,93,0.698924731182796,1,2020,2015
"22","UT San Antonio","TX",61,77,0.792207792207792,1,2020,2015
"23","USC","CA",60,102,0.588235294117647,1,2020,2015
"24","California","CA",59,100,0.59,1,2020,2015
"25","Georgia Tech","GA",59,109,0.541284403669725,1,2020,2015
"26","LSU","LA",59,120,0.491666666666667,1,2020,2015
"27","Nevada","CA",59,101,0.584158415841584,1,2020,2015
"28","TCU","TX",59,92,0.641304347826087,1,2020,2015
"29","Florida State","FL",58,112,0.517857142857143,1,2020,2015
"30","Tulsa","TX",57,88,0.647727272727273,1,2020,2015
"31","San Diego State","CA",56,99,0.565656565656566,1,2020,2015
"32","East Carolina","NC",54,100,0.54,1,2020,2015
"33","Rutgers","NJ",54,101,0.534653465346535,1,2020,2015
"34","BYU","UT",53,119,0.445378151260504,1,2020,2015
"35","Louisiana","LA",50,89,0.561797752808989,1,2020,2015
"36","Mississippi State","MS",50,94,0.531914893617021,1,2020,2015
"37","NC State","NC",50,107,0.467289719626168,1,2020,2015
"38","Stephen F. Austin","TX",48,53,0.905660377358491,1,2020,2015
"39","Air Force","TX",47,210,0.223809523809524,1,2020,2015
"40","Boise State","CA",47,99,0.474747474747475,1,2020,2015
"41","Eastern Washington","WA",47,70,0.671428571428571,1,2020,2015
"42","Washington State","CA",47,120,0.391666666666667,1,2020,2015
"43","Central Michigan","MI",46,99,0.464646464646465,1,2020,2015
"44","Northern Illinois","IL",46,106,0.433962264150943,1,2020,2015
"45","Oregon","CA",46,111,0.414414414414414,1,2020,2015
"46","Troy","AL",46,84,0.547619047619048,1,2020,2015
"47","Cincinnati","OH",45,101,0.445544554455446,1,2020,2015
"48","Louisiana Tech","LA",44,82,0.536585365853659,1,2020,2015
"49","Oklahoma State","TX",43,95,0.452631578947368,1,2020,2015
"50","Bowling Green","OH",42,106,0.39622641509434,1,2020,2015
"51","Oklahoma","TX",42,107,0.392523364485981,1,2020,2015
"52","Western Michigan","MI",42,111,0.378378378378378,1,2020,2015
"53","Army","TX",41,230,0.178260869565217,1,2020,2015
"54","Georgia State","GA",41,97,0.422680412371134,1,2020,2015
"55","Toledo","OH",41,112,0.366071428571429,1,2020,2015
"56","Washington","CA",41,113,0.36283185840708,1,2020,2015
"57","Marshall","FL",40,110,0.363636363636364,1,2020,2015
"58","Arizona","CA",39,99,0.393939393939394,1,2020,2015
"59","Auburn","GA",39,113,0.345132743362832,1,2020,2015
"60","Maryland","MD",39,109,0.357798165137615,1,2020,2015
"61","Wisconsin","WI",39,118,0.330508474576271,1,2020,2015
"62","Louisiana Monroe","TX",38,84,0.452380952380952,1,2020,2015
"63","North Carolina","NC",38,114,0.333333333333333,1,2020,2015
"64","South Carolina","SC",38,115,0.330434782608696,1,2020,2015
"65","Utah State","UT",38,91,0.417582417582418,1,2020,2015
"66","Akron","OH",37,79,0.468354430379747,1,2020,2015
"67","Arizona State","CA",37,94,0.393617021276596,1,2020,2015
"68","Michigan State","OH",37,114,0.324561403508772,1,2020,2015
"69","UAB","AL",37,62,0.596774193548387,1,2020,2015
"70","UNLV","CA",37,82,0.451219512195122,1,2020,2015
"71","Ohio State","OH",36,115,0.31304347826087,1,2020,2015
"72","Ole Miss","MS",36,103,0.349514563106796,1,2020,2015
"73","Oregon State","CA",36,91,0.395604395604396,1,2020,2015
"74","South Alabama","AL",36,85,0.423529411764706,1,2020,2015
"75","Wyoming","CA",36,112,0.321428571428571,1,2020,2015
"76","Auburn","AL",35,113,0.309734513274336,2,2020,2015
"77","Grand Valley State","MI",35,49,0.714285714285714,1,2020,2015
"78","Southern Mississippi","MS",35,80,0.4375,1,2020,2015
"79","UC Davis","CA",35,44,0.795454545454545,1,2020,2015
"80","Washington","WA",35,113,0.309734513274336,2,2020,2015
"81","Arkansas","AR",34,112,0.303571428571429,1,2020,2015
"82","Ohio","OH",34,94,0.361702127659574,1,2020,2015
"83","Western Kentucky","GA",34,105,0.323809523809524,1,2020,2015
"84","Navy","TX",33,206,0.160194174757282,1,2020,2015
"85","Alabama","AL",32,126,0.253968253968254,1,2020,2015
"86","Kentucky","OH",32,113,0.283185840707965,1,2020,2015
"87","Michigan State","MI",32,114,0.280701754385965,2,2020,2015
"88","Tennessee","TN",32,110,0.290909090909091,1,2020,2015
"89","Virginia Tech","VA",32,102,0.313725490196078,1,2020,2015
"90","Coastal Carolina","SC",31,118,0.26271186440678,1,2020,2015
"91","Illinois","FL",31,103,0.300970873786408,1,2020,2015
"92","Ball State","IN",30,100,0.3,1,2020,2015
"93","Colorado","CA",30,94,0.319148936170213,1,2020,2015
"94","Mercer","GA",30,50,0.6,1,2020,2015
"95","Minnesota","MN",30,114,0.263157894736842,1,2020,2015
"96","Old Dominion","VA",30,100,0.3,1,2020,2015
"97","Stanford","CA",30,108,0.277777777777778,1,2020,2015
"98","Temple","PA",30,106,0.283018867924528,1,2020,2015
"99","Appalachian State","FL",29,102,0.284313725490196,1,2020,2015
"100","Indiana","FL",29,117,0.247863247863248,1,2020,2015
"101","Iowa","IA",29,117,0.247863247863248,1,2020,2015
"102","Louisiana Monroe","LA",29,84,0.345238095238095,2,2020,2015
"103","New Mexico State","TX",29,60,0.483333333333333,1,2020,2015
"104","South Carolina","GA",29,115,0.252173913043478,2,2020,2015
"105","Louisville","GA",28,99,0.282828282828283,1,2020,2015
"106","Army","GA",27,230,0.117391304347826,2,2020,2015
"107","Austin Peay","TN",27,53,0.509433962264151,1,2020,2015
"108","Charlotte","NC",27,72,0.375,1,2020,2015
"109","Clemson","GA",27,105,0.257142857142857,1,2020,2015
"110","Syracuse","FL",27,109,0.247706422018349,1,2020,2015
"111","Tulane","LA",27,108,0.25,1,2020,2015
"112","Utah","CA",27,95,0.284210526315789,1,2020,2015
"113","Air Force","CA",26,210,0.123809523809524,2,2020,2015
"114","Appalachian State","NC",26,102,0.254901960784314,2,2020,2015
"115","Memphis","TN",26,97,0.268041237113402,1,2020,2015
"116","Northern Arizona","AZ",26,44,0.590909090909091,1,2020,2015
"117","Toledo","FL",26,112,0.232142857142857,2,2020,2015
"118","Western Michigan","IL",26,111,0.234234234234234,2,2020,2015
"119","Georgia Southern","FL",25,112,0.223214285714286,2,2020,2015
"120","Illinois","IL",25,103,0.242718446601942,2,2020,2015
"121","Jacksonville State","AL",25,29,0.862068965517241,1,2020,2015
"122","Kansas State","TX",25,96,0.260416666666667,1,2020,2015
"123","Kennesaw State","GA",25,45,0.555555555555556,1,2020,2015
"124","Michigan","MI",25,131,0.190839694656489,1,2020,2015
"125","Middle Tennessee","TN",25,84,0.297619047619048,1,2020,2015
"126","North Dakota State","MN",25,73,0.342465753424658,1,2020,2015
"127","Penn State","PA",25,114,0.219298245614035,1,2020,2015
"128","Tennessee","GA",25,110,0.227272727272727,2,2020,2015
"129","Troy","GA",25,84,0.297619047619048,2,2020,2015
"130","Virginia","VA",25,105,0.238095238095238,1,2020,2015
"131","BYU","CA",24,119,0.201680672268908,2,2020,2015
"132","Colorado","TX",24,94,0.25531914893617,2,2020,2015
"133","Eastern Michigan","MI",24,93,0.258064516129032,1,2020,2015
"134","Hawai'i","CA",24,81,0.296296296296296,1,2020,2015
"135","Indiana","IN",24,117,0.205128205128205,2,2020,2015
"136","Kansas","TX",24,89,0.269662921348315,1,2020,2015
"137","Kansas State","KS",24,96,0.25,2,2020,2015
"138","Kent State","OH",24,101,0.237623762376238,1,2020,2015
"139","Kentucky","FL",24,113,0.212389380530973,2,2020,2015
"140","Louisville","FL",24,99,0.242424242424242,2,2020,2015
"141","Navy","GA",24,206,0.116504854368932,2,2020,2015
"142","Oklahoma State","OK",24,95,0.252631578947368,2,2020,2015
"143","Pittsburgh","FL",24,104,0.230769230769231,1,2020,2015
"144","Sam Houston State","TX",24,25,0.96,1,2020,2015
"145","Tulsa","OK",24,88,0.272727272727273,2,2020,2015
"146","Utah","UT",24,95,0.252631578947368,2,2020,2015
"147","Arizona State","AZ",23,94,0.24468085106383,2,2020,2015
"148","Duke","GA",23,101,0.227722772277228,1,2020,2015
"149","Florida State","GA",23,112,0.205357142857143,2,2020,2015
"150","Iowa","IL",23,117,0.196581196581197,2,2020,2015
"151","Louisiana Tech","TX",23,82,0.280487804878049,2,2020,2015
"152","Missouri","TX",23,96,0.239583333333333,1,2020,2015
"153","North Carolina","GA",23,114,0.201754385964912,2,2020,2015
"154","Temple","NJ",23,106,0.216981132075472,2,2020,2015
"155","Army","FL",22,230,0.0956521739130435,3,2020,2015
"156","Coastal Carolina","GA",22,118,0.186440677966102,2,2020,2015
"157","Hawai'i","HI",22,81,0.271604938271605,2,2020,2015
"158","Missouri","MO",22,96,0.229166666666667,2,2020,2015
"159","Pittsburgh","PA",22,104,0.211538461538462,2,2020,2015
"160","Wake Forest","NC",22,110,0.2,1,2020,2015
"161","Auburn","FL",21,113,0.185840707964602,3,2020,2015
"162","Cal Poly","CA",21,21,1,1,2020,2015
"163","Idaho","WA",21,88,0.238636363636364,1,2020,2015
"164","Lamar","TX",21,26,0.807692307692308,1,2020,2015
"165","Miami (OH)","OH",21,108,0.194444444444444,1,2020,2015
"166","Wake Forest","GA",21,110,0.190909090909091,2,2020,2015
"167","Arkansas","TX",20,112,0.178571428571429,2,2020,2015
"168","Boston College","NJ",20,96,0.208333333333333,1,2020,2015
"169","Kentucky","KY",20,113,0.176991150442478,3,2020,2015
"170","Louisiana","TX",20,89,0.224719101123595,2,2020,2015
"171","Maryland","FL",20,109,0.18348623853211,2,2020,2015
"172","Miami (OH)","IN",20,108,0.185185185185185,2,2020,2015
"173","Middle Tennessee","GA",20,84,0.238095238095238,2,2020,2015
"174","NC State","FL",20,107,0.186915887850467,2,2020,2015
"175","Northwestern","IL",20,95,0.210526315789474,1,2020,2015
"176","Tulane","TX",20,108,0.185185185185185,2,2020,2015
"177","Washington State","WA",20,120,0.166666666666667,2,2020,2015
"178","Alabama","FL",19,126,0.150793650793651,2,2020,2015
"179","Appalachian State","GA",19,102,0.186274509803922,3,2020,2015
"180","Ball State","OH",19,100,0.19,2,2020,2015
"181","Georgia","FL",19,121,0.15702479338843,2,2020,2015
"182","Georgia Tech","FL",19,109,0.174311926605505,2,2020,2015
"183","Idaho","CA",19,88,0.215909090909091,2,2020,2015
"184","LSU","TX",19,120,0.158333333333333,2,2020,2015
"185","Montana State","CA",19,48,0.395833333333333,1,2020,2015
"186","Oregon State","OR",19,91,0.208791208791209,2,2020,2015
"187","Utah State","CA",19,91,0.208791208791209,2,2020,2015
"188","Western Kentucky","KY",19,105,0.180952380952381,2,2020,2015
"189","Akron","FL",18,79,0.227848101265823,2,2020,2015
"190","Clemson","SC",18,105,0.171428571428571,2,2020,2015
"191","Coastal Carolina","FL",18,118,0.152542372881356,3,2020,2015
"192","Coastal Carolina","NC",18,118,0.152542372881356,4,2020,2015
"193","Duke","NC",18,101,0.178217821782178,2,2020,2015
"194","Eastern Michigan","OH",18,93,0.193548387096774,2,2020,2015
"195","Kansas","KS",18,89,0.202247191011236,2,2020,2015
"196","Middle Tennessee","FL",18,84,0.214285714285714,3,2020,2015
"197","North Dakota","MN",18,27,0.666666666666667,1,2020,2015
"198","Northwestern","OH",18,95,0.189473684210526,2,2020,2015
"199","Ohio","FL",18,94,0.191489361702128,2,2020,2015
"200","Oklahoma","OK",18,107,0.168224299065421,2,2020,2015
"201","Southern Mississippi","FL",18,80,0.225,2,2020,2015
"202","Tennessee","FL",18,110,0.163636363636364,3,2020,2015
"203","Western Kentucky","FL",18,105,0.171428571428571,3,2020,2015
"204","Wyoming","CO",18,112,0.160714285714286,2,2020,2015
"205","Air Force","AZ",17,210,0.080952380952381,3,2020,2015
"206","Arkansas","LA",17,112,0.151785714285714,3,2020,2015
"207","Army","CA",17,230,0.0739130434782609,4,2020,2015
"208","Central Arkansas","AR",17,32,0.53125,1,2020,2015
"209","Georgia State","FL",17,97,0.175257731958763,2,2020,2015
"210","Georgia State","SC",17,97,0.175257731958763,3,2020,2015
"211","Iowa State","FL",17,102,0.166666666666667,1,2020,2015
"212","Michigan","FL",17,131,0.129770992366412,2,2020,2015
"213","Nebraska","FL",17,106,0.160377358490566,1,2020,2015
"214","Northern Illinois","WI",17,106,0.160377358490566,2,2020,2015
"215","Northwestern","TX",17,95,0.178947368421053,3,2020,2015
"216","Portland State","OR",17,40,0.425,1,2020,2015
"217","UMass","FL",17,96,0.177083333333333,1,2020,2015
"218","Boise State","TX",16,99,0.161616161616162,2,2020,2015
"219","Buffalo","FL",16,77,0.207792207792208,1,2020,2015
"220","Central Michigan","FL",16,99,0.161616161616162,2,2020,2015
"221","Chattanooga","TN",16,27,0.592592592592593,1,2020,2015
"222","Clemson","FL",16,105,0.152380952380952,3,2020,2015
"223","Colorado","CO",16,94,0.170212765957447,3,2020,2015
"224","Colorado State","CO",16,94,0.170212765957447,1,2020,2015
"225","Connecticut","FL",16,99,0.161616161616162,1,2020,2015
"226","New Mexico","CA",16,60,0.266666666666667,1,2020,2015
"227","North Carolina","FL",16,114,0.140350877192982,3,2020,2015
"228","Ole Miss","AL",16,103,0.155339805825243,2,2020,2015
"229","Penn State","MD",16,114,0.140350877192982,2,2020,2015
"230","South Alabama","FL",16,85,0.188235294117647,2,2020,2015
"231","Southern Utah","UT",16,31,0.516129032258065,1,2020,2015
"232","Tennessee Tech","TN",16,23,0.695652173913043,1,2020,2015
"233","Arizona","AZ",15,99,0.151515151515152,2,2020,2015
"234","Arizona","TX",15,99,0.151515151515152,3,2020,2015
"235","Arizona State","TX",15,94,0.159574468085106,3,2020,2015
"236","Army","VA",15,230,0.0652173913043478,5,2020,2015
"237","Connecticut","CT",15,99,0.151515151515152,2,2020,2015
"238","Eastern Washington","CA",15,70,0.214285714285714,2,2020,2015
"239","Iowa State","IA",15,102,0.147058823529412,2,2020,2015
"240","Memphis","MS",15,97,0.154639175257732,2,2020,2015
"241","Navy","FL",15,206,0.0728155339805825,3,2020,2015
"242","Nebraska","NE",15,106,0.141509433962264,2,2020,2015
"243","New Mexico","TX",15,60,0.25,2,2020,2015
"244","Notre Dame","FL",15,110,0.136363636363636,1,2020,2015
"245","Old Dominion","MD",15,100,0.15,2,2020,2015
"246","Sacramento State","CA",15,20,0.75,1,2020,2015
"247","South Alabama","MS",15,85,0.176470588235294,3,2020,2015
"248","South Carolina","FL",15,115,0.130434782608696,3,2020,2015
"249","Stanford","TX",15,108,0.138888888888889,2,2020,2015
"250","TCU","LA",15,92,0.16304347826087,2,2020,2015
"251","UT Martin","TN",15,23,0.652173913043478,1,2020,2015
"252","Alabama","TX",14,126,0.111111111111111,3,2020,2015
"253","Bowling Green","MI",14,106,0.132075471698113,2,2020,2015
"254","James Madison","VA",14,31,0.451612903225806,1,2020,2015
"255","Kennesaw State","AL",14,45,0.311111111111111,2,2020,2015
"256","Marshall","GA",14,110,0.127272727272727,2,2020,2015
"257","Memphis","LA",14,97,0.144329896907216,3,2020,2015
"258","Miami (OH)","IL",14,108,0.12962962962963,3,2020,2015
"259","Navy","CA",14,206,0.0679611650485437,4,2020,2015
"260","New Mexico State","AZ",14,60,0.233333333333333,2,2020,2015
"261","Northern Arizona","CA",14,44,0.318181818181818,2,2020,2015
"262","Ohio State","FL",14,115,0.121739130434783,2,2020,2015
"263","Old Dominion","NC",14,100,0.14,3,2020,2015
"264","Penn State","VA",14,114,0.12280701754386,3,2020,2015
"265","Pittsburgh","OH",14,104,0.134615384615385,3,2020,2015
"266","Purdue","FL",14,111,0.126126126126126,1,2020,2015
"267","Texas Southern","TX",14,16,0.875,1,2020,2015
"268","Toledo","MI",14,112,0.125,3,2020,2015
"269","Utah","TX",14,95,0.147368421052632,3,2020,2015
"270","Vanderbilt","FL",14,97,0.144329896907216,1,2020,2015
"271","Vanderbilt","GA",14,97,0.144329896907216,2,2020,2015
"272","Virginia","FL",14,105,0.133333333333333,2,2020,2015
"273","Virginia Tech","FL",14,102,0.137254901960784,2,2020,2015
"274","Virginia Tech","NC",14,102,0.137254901960784,3,2020,2015
"275","Alabama","LA",13,126,0.103174603174603,4,2020,2015
"276","Arkansas State","AL",13,72,0.180555555555556,1,2020,2015
"277","Boston College","NY",13,96,0.135416666666667,2,2020,2015
"278","Colorado State","CA",13,94,0.138297872340426,2,2020,2015
"279","Houston Baptist","TX",13,15,0.866666666666667,1,2020,2015
"280","Kent State","FL",13,101,0.128712871287129,2,2020,2015
"281","Montana","WA",13,35,0.371428571428571,1,2020,2015
"282","Navy","TN",13,206,0.0631067961165049,5,2020,2015
"283","Nevada","TX",13,101,0.128712871287129,2,2020,2015
"284","Purdue","OH",13,111,0.117117117117117,2,2020,2015
"285","Samford","AL",13,27,0.481481481481481,1,2020,2015
"286","Southern Mississippi","AL",13,80,0.1625,3,2020,2015
"287","Temple","MD",13,106,0.122641509433962,3,2020,2015
"288","Tulane","GA",13,108,0.12037037037037,3,2020,2015
"289","Vanderbilt","TN",13,97,0.134020618556701,3,2020,2015
"290","Wake Forest","FL",13,110,0.118181818181818,3,2020,2015
"291","Weber State","UT",13,27,0.481481481481481,1,2020,2015
"292","West Virginia","PA",13,86,0.151162790697674,1,2020,2015
"293","Ball State","GA",12,100,0.12,3,2020,2015
"294","Boston College","MA",12,96,0.125,3,2020,2015
"295","Colorado State","GA",12,94,0.127659574468085,3,2020,2015
"296","Eastern Kentucky","OH",12,57,0.210526315789474,1,2020,2015
"297","Florida A&M","FL",12,13,0.923076923076923,1,2020,2015
"298","Indiana","GA",12,117,0.102564102564103,3,2020,2015
"299","Iowa","WI",12,117,0.102564102564103,3,2020,2015
"300","Miami (OH)","GA",12,108,0.111111111111111,4,2020,2015
"301","Montana State","WA",12,48,0.25,2,2020,2015
"302","North Dakota State","WI",12,73,0.164383561643836,2,2020,2015
"303","Ole Miss","GA",12,103,0.116504854368932,3,2020,2015
"304","Princeton","CA",12,52,0.230769230769231,1,2020,2015
"305","Purdue","IN",12,111,0.108108108108108,3,2020,2015
"306","Rutgers","NY",12,101,0.118811881188119,2,2020,2015
"307","Tulane","FL",12,108,0.111111111111111,4,2020,2015
"308","UMass","MA",12,96,0.125,2,2020,2015
"309","UNLV","NV",12,82,0.146341463414634,2,2020,2015
"310","Wake Forest","VA",12,110,0.109090909090909,4,2020,2015
"311","West Virginia","GA",12,86,0.13953488372093,2,2020,2015
"312","Abilene Christian","TX",11,11,1,1,2020,2015
"313","Air Force","WA",11,210,0.0523809523809524,4,2020,2015
"314","Akron","GA",11,79,0.139240506329114,3,2020,2015
"315","Arkansas State","AR",11,72,0.152777777777778,2,2020,2015
"316","Arkansas State","TX",11,72,0.152777777777778,3,2020,2015
"317","California","TX",11,100,0.11,2,2020,2015
"318","Charlotte","FL",11,72,0.152777777777778,2,2020,2015
"319","Charlotte","GA",11,72,0.152777777777778,3,2020,2015
"320","Cincinnati","FL",11,101,0.108910891089109,2,2020,2015
"321","Colorado State","FL",11,94,0.117021276595745,4,2020,2015
"322","Eastern Kentucky","KY",11,57,0.192982456140351,2,2020,2015
"323","Florida","GA",11,112,0.0982142857142857,2,2020,2015
"324","Idaho State","WA",11,24,0.458333333333333,1,2020,2015
"325","Illinois","MO",11,103,0.106796116504854,3,2020,2015
"326","Illinois","TX",11,103,0.106796116504854,4,2020,2015
"327","Kansas","LA",11,89,0.123595505617978,3,2020,2015
"328","Kansas State","GA",11,96,0.114583333333333,3,2020,2015
"329","Kent State","GA",11,101,0.108910891089109,3,2020,2015
"330","Kentucky","GA",11,113,0.0973451327433628,4,2020,2015
"331","Louisville","KY",11,99,0.111111111111111,3,2020,2015
"332","Michigan State","IL",11,114,0.0964912280701754,3,2020,2015
"333","Minnesota","FL",11,114,0.0964912280701754,2,2020,2015
"334","Minnesota","GA",11,114,0.0964912280701754,3,2020,2015
"335","Mississippi State","LA",11,94,0.117021276595745,2,2020,2015
"336","NC State","GA",11,107,0.102803738317757,3,2020,2015
"337","Notre Dame","CA",11,110,0.1,2,2020,2015
"338","Ole Miss","TX",11,103,0.106796116504854,4,2020,2015
"339","Oregon","FL",11,111,0.0990990990990991,2,2020,2015
"340","Oregon","OR",11,111,0.0990990990990991,3,2020,2015
"341","Penn State","NJ",11,114,0.0964912280701754,4,2020,2015
"342","Portland State","WA",11,40,0.275,2,2020,2015
"343","Purdue","KY",11,111,0.0990990990990991,4,2020,2015
"344","San Diego State","NV",11,99,0.111111111111111,2,2020,2015
"345","South Dakota","MN",11,31,0.354838709677419,1,2020,2015
"346","Southeastern Louisiana","LA",11,12,0.916666666666667,1,2020,2015
"347","Tulane","AL",11,108,0.101851851851852,5,2020,2015
"348","West Virginia","WV",11,86,0.127906976744186,3,2020,2015
"349","Western Kentucky","AL",11,105,0.104761904761905,4,2020,2015
"350","Wyoming","IL",11,112,0.0982142857142857,3,2020,2015
"351","Wyoming","TX",11,112,0.0982142857142857,4,2020,2015
"352","Air Force","IN",10,210,0.0476190476190476,5,2020,2015
"353","Alabama","GA",10,126,0.0793650793650794,5,2020,2015
"354","Buffalo","MD",10,77,0.12987012987013,2,2020,2015
"355","Buffalo","NY",10,77,0.12987012987013,3,2020,2015
"356","BYU","AZ",10,119,0.0840336134453782,3,2020,2015
"357","Cincinnati","GA",10,101,0.099009900990099,3,2020,2015
"358","Cincinnati","IL",10,101,0.099009900990099,4,2020,2015
"359","Duke","FL",10,101,0.099009900990099,3,2020,2015
"360","Eastern Kentucky","GA",10,57,0.175438596491228,3,2020,2015
"361","Iowa State","OH",10,102,0.0980392156862745,3,2020,2015
"362","Kansas","OK",10,89,0.112359550561798,4,2020,2015
"363","Memphis","AL",10,97,0.103092783505155,4,2020,2015
"364","Mercer","FL",10,50,0.2,2,2020,2015
"365","Michigan","GA",10,131,0.0763358778625954,3,2020,2015
"366","Michigan","NJ",10,131,0.0763358778625954,4,2020,2015
"367","Michigan","OH",10,131,0.0763358778625954,5,2020,2015
"368","Mississippi State","AL",10,94,0.106382978723404,3,2020,2015
"369","Nicholls","LA",10,11,0.909090909090909,1,2020,2015
"370","Old Dominion","SC",10,100,0.1,4,2020,2015
"371","Pittsburgh","NJ",10,104,0.0961538461538462,4,2020,2015
"372","Prairie View","TX",10,14,0.714285714285714,1,2020,2015
"373","Purdue","MI",10,111,0.0900900900900901,5,2020,2015
"374","San Diego State","TX",10,99,0.101010101010101,3,2020,2015
"375","UMass","NJ",10,96,0.104166666666667,3,2020,2015
"376","Vanderbilt","AL",10,97,0.103092783505155,4,2020,2015
"377","Virginia Tech","GA",10,102,0.0980392156862745,4,2020,2015
"378","Wake Forest","SC",10,110,0.0909090909090909,5,2020,2015
"379","West Virginia","FL",10,86,0.116279069767442,4,2020,2015
"380","West Virginia","OH",10,86,0.116279069767442,5,2020,2015
"381","Ball State","MI",9,100,0.09,4,2020,2015
"382","Boise State","ID",9,99,0.0909090909090909,3,2020,2015
"383","Bowling Green","TX",9,106,0.0849056603773585,3,2020,2015
"384","Buffalo","NJ",9,77,0.116883116883117,4,2020,2015
"385","Clemson","NC",9,105,0.0857142857142857,4,2020,2015
"386","Connecticut","TX",9,99,0.0909090909090909,3,2020,2015
"387","East Carolina","FL",9,100,0.09,2,2020,2015
"388","East Carolina","VA",9,100,0.09,3,2020,2015
"389","Eastern Kentucky","TN",9,57,0.157894736842105,4,2020,2015
"390","Furman","GA",9,30,0.3,1,2020,2015
"391","Idaho","ID",9,88,0.102272727272727,3,2020,2015
"392","Illinois State","TX",9,36,0.25,1,2020,2015
"393","Indiana","OH",9,117,0.0769230769230769,4,2020,2015
"394","Liberty","GA",9,50,0.18,1,2020,2015
"395","Liberty","VA",9,50,0.18,2,2020,2015
"396","LSU","AL",9,120,0.075,3,2020,2015
"397","Marshall","WV",9,110,0.0818181818181818,3,2020,2015
"398","Maryland","GA",9,109,0.0825688073394495,3,2020,2015
"399","Maryland","VA",9,109,0.0825688073394495,4,2020,2015
"400","McNeese","LA",9,18,0.5,1,2020,2015
"401","McNeese","TX",9,18,0.5,2,2020,2015
"402","Memphis","TX",9,97,0.0927835051546392,5,2020,2015
"403","Minnesota","IL",9,114,0.0789473684210526,4,2020,2015
"404","Minnesota","OH",9,114,0.0789473684210526,5,2020,2015
"405","Nebraska","CA",9,106,0.0849056603773585,3,2020,2015
"406","Northern Colorado","CO",9,21,0.428571428571429,1,2020,2015
"407","Northern Illinois","FL",9,106,0.0849056603773585,3,2020,2015
"408","Ohio State","TX",9,115,0.0782608695652174,3,2020,2015
"409","Stony Brook","NY",9,16,0.5625,1,2020,2015
"410","Tennessee State","FL",9,24,0.375,1,2020,2015
"411","UAB","FL",9,62,0.145161290322581,2,2020,2015
"412","UMass","MD",9,96,0.09375,4,2020,2015
"413","Vanderbilt","TX",9,97,0.0927835051546392,5,2020,2015
"414","Villanova","PA",9,24,0.375,1,2020,2015
"415","Virginia","GA",9,105,0.0857142857142857,3,2020,2015
"416","Western Michigan","IN",9,111,0.0810810810810811,3,2020,2015
"417","Wisconsin","FL",9,118,0.076271186440678,2,2020,2015
"418","Wisconsin","MI",9,118,0.076271186440678,3,2020,2015
"419","Yale","CA",9,60,0.15,1,2020,2015
"420","Arkansas","FL",8,112,0.0714285714285714,4,2020,2015
"421","Arkansas State","GA",8,72,0.111111111111111,4,2020,2015
"422","Austin Peay","AL",8,53,0.150943396226415,2,2020,2015
"423","Bethune-Cookman","FL",8,9,0.888888888888889,1,2020,2015
"424","Bowling Green","FL",8,106,0.0754716981132075,4,2020,2015
"425","Buffalo","OH",8,77,0.103896103896104,5,2020,2015
"426","Central Arkansas","TX",8,32,0.25,2,2020,2015
"427","Central Michigan","IL",8,99,0.0808080808080808,3,2020,2015
"428","Charlotte","SC",8,72,0.111111111111111,4,2020,2015
"429","Eastern Michigan","FL",8,93,0.0860215053763441,3,2020,2015
"430","Furman","TN",8,30,0.266666666666667,2,2020,2015
"431","Illinois State","IL",8,36,0.222222222222222,2,2020,2015
"432","Iowa","MI",8,117,0.0683760683760684,4,2020,2015
"433","Kansas State","MO",8,96,0.0833333333333333,4,2020,2015
"434","Kent State","MD",8,101,0.0792079207920792,4,2020,2015
"435","Missouri","GA",8,96,0.0833333333333333,3,2020,2015
"436","Nebraska","TX",8,106,0.0754716981132075,4,2020,2015
"437","New Mexico","NM",8,60,0.133333333333333,3,2020,2015
"438","North Carolina Central","NC",8,11,0.727272727272727,1,2020,2015
"439","North Dakota State","FL",8,73,0.10958904109589,3,2020,2015
"440","Northern Illinois","IN",8,106,0.0754716981132075,4,2020,2015
"441","Northern Iowa","IA",8,30,0.266666666666667,1,2020,2015
